"from","to","dataset","variable","flag","flagging_date","flagged_by","comments"
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Tair_0",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_75",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_175",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_275",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_375",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_475",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_575",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_675",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_775",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_875",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_975",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_1075",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_1175",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_1275",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_1375",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_1475",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_1575",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_1675",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_1775",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_1875",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_2075",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_2275",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_2475",3,"2007-01-24 14:00:00","NB",""
"2016-07-08 03:30:00","2016-07-08 04:30:00","SaHole2006","Ts_2675",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Tair_0",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Ts_75",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Ts_175",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Ts_275",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Ts_375",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Ts_475",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Ts_575",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Ts_675",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Ts_775",3,"2007-01-24 14:00:00","NB",""
"2016-07-29 06:30:00","2016-07-29 07:30:00","SaHole2006","Ts_875",3,"2007-01-24 14:00:00","NB",""
