"from","to","dataset","variable","flag","flagging_date","flagged_by","comments"
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Tair_200",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","prec",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","RH_200",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Dsn",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","rad_net",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","RH_200_fl",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","SwIn",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","LwOut",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Tpan_CG1",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","wind_v_200",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","wind_deg_200",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","wind_sddeg_200",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Tair_5",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Tair_20",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Tair_35",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Tair_48",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Tair_100",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_252_2",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_252_12",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_252_32",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_252_62",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_252_102",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_252_152",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_203_2",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_203_5",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_203_23",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_203_53",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_203_93",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","Ts_203_143",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","G_cen_18",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaMet1998","G_left_24",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_67_4",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_67_16",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_95_17",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_95_33",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_80_38",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_95_66",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_95_91",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_95_99",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_95_108",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_95_117_v",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_124_8",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_124_25",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_115_60",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_145_6",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_145_24",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_145_40",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_145_62",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_151_76",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_145_99",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_135_112",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_135_125_v",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_169_9",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_177_19",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_185_52",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_204_5",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_205_13",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_205_31",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_210_50",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_205_61",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_205_90",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_200_114",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","Ts_200_118_v",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_80_1",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_sn_67_0_v",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_90_16",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_90_32",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_85_39",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_90_66",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_90_90",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_95_99",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_95_113",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_95_120_v",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_114_6",3,"1997-07-27 15:47:00","JB",NA
"1999-07-27 08:13:00","1999-07-27 15:47:00","BaSoil1998","vwc_115_22",3,"1997-07-27 15:47:00","JB",NA
