"from","to","dataset","variable","filtername","min","max","flag","flagging_date","flagged_by"
"2013-06-30 05:00:00","2013-07-05 06:00:00","SdHole2009","Ts_80","minmaxmanual",-2.3226434378208,-0.46045188954934,6,"2019-11-19 10:27:20","SL"
"2013-07-11 06:00:00","2013-07-14 18:30:00","SdHole2009","Ts_80","minmaxmanual",-1.0811824056398,-0.046631545489006,6,"2019-11-19 10:27:25","SL"
"2013-08-05 11:00:00","2013-08-09 08:30:00","SdHole2009","Ts_80","minmaxmanual",-0.63314396581641,0.12297221839261,6,"2019-11-19 10:27:43","SL"
"2013-11-26 02:30:00","2013-11-28 01:00:00","SdHole2009","Ts_700","minmaxmanual",-8.2978212051703,-8.085066142374,6,"2019-11-19 10:30:42","SL"
"2013-11-04 12:00:00","2013-11-06 04:30:00","SdHole2009","Ts_700","minmaxmanual",-8.4696508150803,-8.3435908429839,6,"2019-11-19 10:30:56","SL"
"2013-11-08 13:30:00","2013-11-09 21:00:00","SdHole2009","Ts_700","minmaxmanual",-8.4201272546138,-8.321080133681,6,"2019-11-19 10:31:02","SL"
"2013-12-10 05:00:00","2013-12-12 03:00:00","SdHole2009","Ts_700","minmaxmanual",-7.9474023592524,-7.8618616639013,6,"2019-11-19 10:31:09","SL"
"2013-11-26 16:30:00","2013-11-28 08:00:00","SdHole2009","Ts_900","minmaxmanual",-9.4092977649734,-9.1206072868906,6,"2019-11-19 10:31:46","SL"
"2013-10-20 01:00:00","2013-10-23 00:30:00","SdHole2009","Ts_1100","minmaxmanual",-9.9712511022138,-9.9065597439639,6,"2019-11-19 10:32:21","SL"
"2013-11-26 00:00:00","2013-11-27 17:30:00","SdHole2009","Ts_1100","minmaxmanual",-9.9227325835264,-9.5151770265519,6,"2019-11-19 10:32:33","SL"
"2013-11-25 20:30:00","2013-11-28 09:00:00","SdHole2009","Ts_1300","minmaxmanual",-10.060675575808,-9.9569830774391,6,"2019-11-19 10:33:09","SL"
"2013-11-01 12:00:00","2013-11-10 06:00:00","SdHole2009","Ts_1500","minmaxmanual",-10.146431801645,-10.106255406223,6,"2019-11-19 10:33:27","SL"
"2013-11-24 06:30:00","2013-11-30 19:00:00","SdHole2009","Ts_1500","minmaxmanual",-10.220244249049,-10.168855836299,6,"2019-11-19 10:33:34","SL"
"2013-10-18 10:00:00","2013-12-18 22:00:00","SdHole2009","Ts_2000","minmaxmanual",-10.157682820934,-10.103239910512,6,"2019-11-19 10:33:53","SL"
"2013-11-22 10:00:00","2013-12-01 19:00:00","SdHole2009","Ts_2000","minmaxmanual",-10.342628590159,-10.234543400352,6,"2019-11-19 10:34:04","SL"
"2013-10-31 19:00:00","2013-12-19 14:00:00","SdHole2009","Ts_3000","minmaxmanual",-10.488418670194,-10.434963174389,6,"2019-11-19 10:34:45","SL"
"2013-11-22 20:00:00","2013-11-30 22:30:00","SdHole2009","Ts_3000","minmaxmanual",-10.334577744668,-10.294022089402,6,"2019-11-19 10:34:54","SL"
"2013-11-11 08:30:00","2013-12-18 16:30:00","SdHole2009","Ts_4000","minmaxmanual",-10.452085902818,-10.40367230566,6,"2019-11-19 10:35:35","SL"
"2013-11-03 21:30:00","2013-12-04 04:00:00","SdHole2009","Ts_4000","minmaxmanual",-10.607937893668,-10.534985897951,6,"2019-11-19 10:35:45","SL"
"2013-10-30 15:00:00","2013-12-03 22:00:00","SdHole2009","Ts_5000","minmaxmanual",-10.427795169458,-10.382323353796,6,"2019-11-19 10:36:22","SL"
"2013-11-17 06:30:00","2013-12-05 17:30:00","SdHole2009","Ts_5000","minmaxmanual",-10.666522201684,-10.547158685571,6,"2019-11-19 10:36:27","SL"
"2013-11-22 10:00:00","2013-12-01 08:00:00","SdHole2009","Ts_6000","minmaxmanual",-10.44482915645,-10.296970658832,6,"2019-11-19 10:36:51","SL"
"2013-11-21 18:30:00","2013-12-25 20:00:00","SdHole2009","Ts_6000","minmaxmanual",-10.570508879425,-10.503972555497,6,"2019-11-19 10:36:58","SL"
"2013-11-15 07:30:00","2013-12-03 20:30:00","SdHole2009","Ts_7000","minmaxmanual",-10.313078818642,-10.216601586903,6,"2019-11-19 10:37:23","SL"
"2013-11-21 23:00:00","2013-11-30 13:00:00","SdHole2009","Ts_7000","minmaxmanual",-10.472399017845,-10.368840888363,6,"2019-11-19 10:37:40","SL"
"2013-10-17 22:00:00","2013-12-10 18:00:00","SdHole2009","Ts_8000","minmaxmanual",-10.186146153056,-10.126949755235,6,"2019-11-19 10:38:09","SL"
"2013-11-23 08:00:00","2013-12-01 05:00:00","SdHole2009","Ts_8000","minmaxmanual",-10.363554869694,-10.235957756099,6,"2019-11-19 10:38:23","SL"
"2013-11-03 08:00:00","2013-11-08 13:00:00","SdHole2009","Ts_8000","minmaxmanual",-10.277106471658,-10.243898736295,6,"2019-11-19 10:38:28","SL"
"2013-10-30 03:30:00","2013-12-04 17:00:00","SdHole2009","Ts_9000","minmaxmanual",-10.1390218012,-9.9869507877542,6,"2019-11-19 10:38:55","SL"
"2013-10-20 22:00:00","2013-11-30 03:30:00","SdHole2009","Ts_9000","minmaxmanual",-10.265129470887,-10.211348258815,6,"2019-11-19 10:39:02","SL"
"2013-10-19 05:00:00","2013-11-14 20:00:00","SdHole2009","Ts_10000","minmaxmanual",-10.145123033423,-10.121071446935,6,"2019-11-19 10:39:28","SL"
"2013-11-23 18:30:00","2013-12-01 15:00:00","SdHole2009","Ts_10000","minmaxmanual",-10.311078980188,-10.201644261669,6,"2019-11-19 10:39:38","SL"
