"from","to","dataset","variable","filtername","min","max","flag","flagging_date","flagged_by"
"2016-04-25 12:00:00","2016-04-27 01:30:00","SdHole2009","Ts_200","minmaxmanual",-14.293746384451,-13.373042891322,6,"2017-11-07 15:19:09","CG"
"2016-04-20 23:00:00","2016-07-26 23:30:00","SdHole2009","Ts_200","minmaxmanual",-12.225870803793,-1.1540706580944,6,"2017-11-07 15:10:58","CG"
"2016-04-17 04:30:00","2016-07-28 08:30:00","SdHole2009","Ts_250","minmaxmanual",-10.657678405482,0.70837639077241,6,"2017-11-07 15:10:23","CG"
"2016-07-23 17:30:00","2016-07-25 21:00:00","SdHole2009","Ts_300","minmaxmanual",-6.5669941126669,-3.2024884785888,6,"2017-11-07 15:10:02","CG"
"2016-04-19 18:00:00","2016-07-19 12:30:00","SdHole2009","Ts_300","minmaxmanual",-12.480514329882,0.52308147143799,6,"2017-11-07 15:09:47","CG"
"2016-04-19 22:00:00","2016-07-19 01:00:00","SdHole2009","Ts_400","minmaxmanual",-11.173062441869,-2.0686629605867,6,"2017-11-07 15:09:20","CG"
"2016-04-23 02:30:00","2016-07-03 03:00:00","SdHole2009","Ts_500","minmaxmanual",-10.555858053979,-4.0839212792324,6,"2017-11-07 15:09:07","CG"
"2016-08-01 20:30:00","2016-08-11 05:30:00","SdHole2009","Ts_900","minmaxmanual",-12.030256400929,-10.052277642982,6,"2017-11-07 15:08:25","CG"
"2016-04-21 08:00:00","2016-07-24 08:30:00","SdHole2009","Ts_6000","minmaxmanual",-10.084993787829,-6.4080005973206,6,"2017-11-07 15:07:32","CG"
"2016-04-21 21:30:00","2016-07-24 06:30:00","SdHole2009","Ts_6000","minmaxmanual",-10.34763615858,-6.9770590672802,6,"2017-11-07 15:06:56","CG"
"2016-04-19 12:00:00","2016-07-24 21:00:00","SdHole2009","Ts_7000","minmaxmanual",-9.955090573293,-5.9943914504057,6,"2017-11-07 15:06:35","CG"
"2016-04-12 12:00:00","2016-06-13 13:30:00","SdHole2009","Ts_8000","minmaxmanual",-30.896438670585,-3.4528586374907,6,"2017-11-07 15:06:11","CG"
"2016-08-03 23:30:00","2016-08-14 10:30:00","SdHole2009","Ts_900","minmaxmanual",-10.591924863009,-9.9760975254716,6,"2017-11-07 14:34:17","SL"
"2015-12-23 10:30:00","2016-12-20 15:30:00","SdHole2009","Ts_8000","minmaxmanual",-61.031284485475,-19.12382105259,6,"2019-11-18 15:03:13","SL"
"2016-08-25 23:30:00","2016-12-04 10:00:00","SdHole2009","Ts_2000","minmaxmanual",-75.318468805002,-12.548950385089,6,"2019-11-18 15:06:52","SL"
