"from","to","dataset","variable","filtername","min","max","flag","flagging_date","flagged_by"
"2013-01-01 03:30:00","2014-01-16 20:00:00","SaSoil2002","Dsn","minmaxmanual","0.31757075614314","1.0789182644591","6","2017-06-06 16:01:11","SL"
"2013-04-05 00:00:00","2013-04-05 09:30:00","SaSoil2002","Dsn","minmaxmanual","0.13481626749738","0.15132741828013","6","2017-06-06 16:30:27","SL"
"2013-04-08 21:30:00","2013-04-09 08:30:00","SaSoil2002","Dsn","minmaxmanual","0.14123727057956","0.16050027982611","6","2017-06-06 16:30:30","SL"
"2013-04-23 03:00:00","2013-04-23 11:30:00","SaSoil2002","Dsn","minmaxmanual","0.10546311055025","0.11463597209623","6","2017-06-06 16:30:35","SL"
"2013-01-05 20:30:00","2013-01-07 23:30:00","SaSoil2002","Dsn","minmaxmanual","0.080256569106759","0.096476151036661","6","2017-06-06 16:30:58","SL"
"2013-01-06 00:00:00","2013-01-08 13:00:00","SaSoil2002","Dsn","minmaxmanual","0.11394339311502","0.15636383816245","6","2017-06-06 16:31:04","SL"
"2013-05-10 07:00:00","2013-05-10 12:30:00","SaSoil2002","Dsn","minmaxmanual","-0.034789658630528","-0.011084115809901","6","2017-06-06 16:31:40","SL"
"2013-06-16 21:00:00","2013-06-19 03:30:00","SaSoil2002","E2_rim_5","minmaxmanual","8.7199163323087","15.305914527046","6","2018-01-24 15:26:37","JN"
"2012-12-29 05:30:00","2014-01-13 11:30:00","SaSoil2002","Dsn","minmaxmanual","1.2057717900682","1.2795728858149","6","2018-02-08 10:44:51","SL"
"2013-05-31 22:30:00","2013-06-01 11:30:00","SaMet2002","prec","minmaxmanual","0.06712873562261","0.1406276690873","6","2018-03-01 14:23:06","PS (snowmelt)"
"2013-06-05 18:30:00","2013-06-07 14:00:00","SaMet2002","prec","minmaxmanual","0.03562919270917","0.56849646032818","6","2018-03-01 14:23:32","PS (snowmelt)"
"2013-09-23 14:30:00","2013-10-01 13:30:00","SaMet2002","prec","minmaxmanual","0.039754844870937","0.28946588868136","6","2018-03-01 14:25:22","PS (snowfall)"
"2013-01-01 00:00:00","2013-12-31 23:30:00","SaMet2002","Tair_a_200","minmaxmanual","-45.000000000001","-39.500000000001","6","2018-03-13 14:32:48","PS (sensor limit)"
"2013-01-01 00:00:00","2013-12-31 23:30:00","SaMet2002","Tair_a_50","minmaxmanual","-45.000000000001","-39.500000000001","6","2018-03-13 14:33:23","PS (sensor limit)"
"2013-04-19 08:00:00","2013-05-06 06:00:00","SaMet2002","prec","minmaxmanual","0.045317403606073","0.8995415760958","6","2018-03-13 18:47:22","PS (snowmelt)"
"2013-10-30 19:30:00","2013-11-03 00:30:00","SaSoil2012","E2_cen_44","minmaxmanual","31.37453911622","42.750939807396","6","2018-04-06 15:37:08","FM"
"2013-09-20 04:30:00","2013-09-21 16:00:00","SaSoil2002","E2_center_13","minmaxmanual","72.508160537199","73.651183186813","6","2018-04-13 10:18:34","JN"
"2013-08-28 03:30:00","2013-09-04 00:30:00","SaSoil2002","E2_center_13","minmaxmanual","71.157315587655","74.794205836427","6","2018-04-13 10:19:07","JN"
"2013-08-02 00:30:00","2013-08-05 05:30:00","SaSoil2002","E2_center_13","minmaxmanual","68.247803388636","70.63775983783","6","2018-04-13 10:19:11","JN"
"2013-10-01 02:00:00","2013-10-02 06:00:00","SaSoil2002","E2_center_33","minmaxmanual","60.8065402773","61.571282308483","6","2018-04-13 10:19:52","JN"
"2013-10-03 11:00:00","2013-10-07 20:30:00","SaSoil2002","E2_slope_33","minmaxmanual","7.7271228264033","8.6709149600243","6","2018-04-13 10:21:13","JN"
"2013-11-12 11:00:00","2013-11-22 10:30:00","SaSoil2002","E2_slope_33","minmaxmanual","5.0203982167733","5.5011979829576","6","2018-04-13 10:21:17","JN"
"2013-07-08 03:30:00","2013-07-22 01:00:00","SaSoil2002","E2_slope_33","minmaxmanual","5.5488112129422","6.1542627703595","6","2018-04-13 10:21:28","JN"
"2013-04-24 00:00:00","2013-05-02 15:30:00","SaSoil2002","E2_rim_5","minmaxmanual","2.6496642560232","3.8564735843202","6","2018-04-13 10:22:29","JN"
"2013-04-22 14:30:00","2013-05-02 07:00:00","SaSoil2002","E2_rim_5","minmaxmanual","5.035217579401","6.6068762395087","6","2018-04-13 10:22:34","JN"
"2013-11-11 09:30:00","2013-11-21 18:00:00","SaSoil2002","E2_rim_5","minmaxmanual","2.0832758029683","4.2443064606164","6","2018-04-13 10:22:58","JN"
"2013-02-13 05:30:00","2013-02-16 05:00:00","SaSoil2002","E2_rim_12","minmaxmanual","5.0856283986525","5.8277129500599","6","2018-04-13 10:23:22","JN"
"2013-10-24 05:30:00","2013-10-25 15:00:00","SaSoil2002","E2_rim_50","minmaxmanual","13.371281135193","14.688683482348","6","2018-04-13 10:24:25","JN"
"2013-11-03 19:00:00","2013-11-05 23:30:00","SaSoil2002","E2_rim_50","minmaxmanual","11.724528201249","12.547904668221","6","2018-04-13 10:24:28","JN"
"2013-11-29 01:00:00","2013-11-30 08:30:00","SaSoil2002","E2_rim_50","minmaxmanual","5.3021917588675","5.9060011679803","6","2018-04-13 10:24:34","JN"
"2013-12-22 22:30:00","2013-12-24 10:00:00","SaSoil2002","E2_rim_50","minmaxmanual","5.1375164654731","6.0157846969099","6","2018-04-13 10:24:41","JN"
"2013-10-15 16:30:00","2013-10-18 01:00:00","SaSoil2002","E2_rim_60","minmaxmanual","8.2850376988125","8.8503628667675","6","2018-04-13 10:24:55","JN"
"2013-10-31 10:00:00","2013-11-02 18:30:00","SaSoil2002","E2_rim_60","minmaxmanual","7.5114348374004","7.9874981367309","6","2018-04-13 10:24:57","JN"
"2013-05-19 03:00:00","2013-05-22 21:00:00","SaSoil2002","E2_rim_60","minmaxmanual","6.0657851526061","6.2740628460632","6","2018-04-13 10:25:05","JN"
"2013-09-15 14:30:00","2013-09-19 13:30:00","SaSoil2002","E2_rim_70","minmaxmanual","7.1731507857205","7.5837658051218","6","2018-04-13 10:25:23","JN"
"2013-05-15 00:00:00","2013-05-18 16:30:00","SaSoil2002","E2_rim_70","minmaxmanual","5.4759420388617","5.9413057275165","6","2018-04-13 10:25:27","JN"
"2013-05-24 04:30:00","2013-05-25 07:00:00","SaSoil2012","Dsn","minmaxmanual","0.12638533530921","0.14421695890933","6","2018-04-17 10:25:08","FM"
"2013-05-22 13:30:00","2013-05-23 21:30:00","SaSoil2012","Dsn","minmaxmanual","0.12712831962588","0.14421695890934","6","2018-04-17 10:25:21","FM"
"2013-05-20 19:30:00","2013-05-21 23:00:00","SaSoil2012","Dsn","minmaxmanual","0.12824279610089","0.14310248243432","6","2018-04-17 10:25:29","FM"
"2013-04-27 11:00:00","2013-04-28 04:30:00","SaSoil2012","Dsn","minmaxmanual","0.29736835693301","0.32694291062291","6","2018-04-17 10:26:44","FM"
"2013-04-24 20:30:00","2013-04-25 08:00:00","SaSoil2012","Dsn","minmaxmanual","0.30754976066232","0.32257945188177","6","2018-04-17 10:26:48","FM"
"2013-04-21 20:00:00","2013-04-23 09:00:00","SaSoil2012","Dsn","minmaxmanual","0.29639869943498","0.32839739686995","6","2018-04-17 10:27:17","FM"
"2013-04-18 08:00:00","2013-04-18 15:00:00","SaSoil2012","Dsn","minmaxmanual","0.32257945188177","0.33906362934827","6","2018-04-17 10:27:27","FM"
"2013-10-26 15:30:00","2013-10-27 23:00:00","SaSoil2012","Dsn","minmaxmanual","-0.0081195762291817","0.013761935741694","6","2018-04-17 10:27:59","FM"
"2013-10-31 13:30:00","2013-11-01 19:30:00","SaSoil2012","Dsn","minmaxmanual","0.011026746745334","0.018320584068959","6","2018-04-17 10:28:03","FM"
"2013-10-19 23:30:00","2013-10-21 11:00:00","SaSoil2012","Dsn","minmaxmanual","0.037011042210749","0.047040068530733","6","2018-04-17 10:28:07","FM"
"2013-10-29 12:30:00","2013-10-31 05:30:00","SaSoil2012","Dsn","minmaxmanual","0.0046446390871623","0.011482611578061","6","2018-04-17 10:28:18","FM"
"2013-10-09 00:30:00","2013-10-09 08:30:00","SaSoil2012","Dsn","minmaxmanual","0.032127632107969","0.041197074809971","6","2018-04-17 10:28:36","FM"
"2013-10-20 11:30:00","2013-10-20 22:00:00","SaSoil2012","Dsn","minmaxmanual","0.036331126174141","0.046447043034066","6","2018-04-17 10:28:48","FM"
"2013-10-23 11:30:00","2013-10-23 22:30:00","SaSoil2012","Dsn","minmaxmanual","0.024739587032436","0.043227297155748","6","2018-04-17 10:29:46","FM"
"2013-10-27 02:30:00","2013-10-27 08:00:00","SaSoil2012","Dsn","minmaxmanual","0.011833072418049","0.01950721624282","6","2018-04-17 10:30:07","FM"
"2013-05-10 12:00:00","2013-05-20 14:30:00","SaSoil2012","E2_cen_v_16","minmaxmanual","15.262070682343","30.663818919381","6","2018-04-17 16:07:19","FM"
"2013-05-22 00:00:00","2013-05-24 21:00:00","SaSoil2012","E2_cen_v_16","minmaxmanual","18.610276820829","29.491946770911","6","2018-04-17 16:07:23","FM"
"2013-05-24 01:30:00","2013-05-24 14:30:00","SaSoil2012","E2_cen_v_16","minmaxmanual","12.448036362796","14.442542238709","6","2018-04-17 16:07:42","FM"
"2013-05-10 02:30:00","2013-05-12 05:30:00","SaSoil2012","E2_cen_72","minmaxmanual","4.1732996092215","4.2633204568823","6","2018-04-17 16:08:54","FM"
"2013-06-20 09:00:00","2013-06-25 00:00:00","SaSoil2012","E2_cen_72","minmaxmanual","4.6705576248716","4.7520050584695","6","2018-04-17 16:08:57","FM"
"2013-10-31 04:00:00","2013-11-08 23:30:00","SaSoil2012","E2_cen_72","minmaxmanual","5.0773457987811","5.1973735956622","6","2018-04-17 16:09:03","FM"
"2013-07-04 21:00:00","2013-07-11 07:30:00","SaSoil2012","E2_rim_9","minmaxmanual","28.62933936075","30.906331525662","6","2018-04-17 16:09:55","FM"
"2013-06-12 07:00:00","2013-06-16 22:00:00","SaSoil2012","E2_rim_52","minmaxmanual","4.0762225364954","4.225184790427","6","2018-04-17 16:10:34","FM"
"2013-08-09 00:30:00","2013-08-15 14:00:00","SaSoil2012","E2_rim_100","minmaxmanual","4.299636461747","4.370887577231","6","2018-04-17 16:10:51","FM"
"2013-10-08 20:30:00","2013-11-10 05:30:00","SaSoil2012","E2_rim_100","minmaxmanual","4.0426235094656","4.1698576442584","6","2018-04-17 16:10:56","FM"
"2013-09-11 02:00:00","2013-09-21 23:00:00","SaSoil2012","Cond_cen_72","minmaxmanual","0.00059849421364243","0.00064484062631127","6","2018-04-17 16:12:40","FM"
"2013-05-13 20:00:00","2013-05-25 04:00:00","SaSoil2012","Cond_cen_72","minmaxmanual","0.00043136624068511","0.00049737476781951","6","2018-04-17 16:12:49","FM"
"2013-07-16 19:30:00","2013-08-13 00:30:00","SaSoil2012","Cond_cen_95","minmaxmanual","0.0004607318676754","0.00057137805453678","6","2018-04-17 16:13:16","FM"
"2013-10-09 01:00:00","2013-10-13 02:00:00","SaSoil2012","Cond_cen_95","minmaxmanual","0.00062452317470771","0.0006621213935441","6","2018-04-17 16:13:22","FM"
"2013-08-05 07:00:00","2013-08-09 08:30:00","SaSoil2012","Cond_rim_v_22","minmaxmanual","0.0017980906420563","0.0020597179442585","6","2018-04-17 16:14:08","FM"
"2013-07-15 11:00:00","2013-07-20 20:30:00","SaSoil2012","Cond_rim_v_22","minmaxmanual","0.0020916311615186","0.0022785078059486","6","2018-04-17 16:14:38","FM"
"2013-07-12 14:00:00","2013-07-14 14:00:00","SaSoil2012","Cond_rim_v_22","minmaxmanual","0.0025152182222268","0.0028079916318339","6","2018-04-17 16:14:45","FM"
"2013-08-26 12:00:00","2013-08-29 15:30:00","SaSoil2012","Cond_rim_v_22","minmaxmanual","0.0015746057785953","0.0017801700874684","6","2018-04-17 16:14:48","FM"
"2013-09-16 21:00:00","2013-09-25 05:00:00","SaSoil2012","Cond_rim_v_22","minmaxmanual","0.0017564682384151","0.0021426799702373","6","2018-04-17 16:14:55","FM"
"2013-04-20 23:00:00","2013-05-05 03:30:00","SaSoil2012","Cond_rim_52","minmaxmanual","0.00043081496723088","0.00046380132655458","6","2018-04-17 16:15:46","FM"
"2013-04-26 07:00:00","2013-05-04 01:00:00","SaSoil2012","Cond_rim_100","minmaxmanual","0.00043627572449453","0.00045474731771088","6","2018-04-17 16:16:01","FM"
"2013-11-02 17:00:00","2013-11-07 10:30:00","SaSoil2012","Cond_rim_100","minmaxmanual","0.00047263543782721","0.00051696726154645","6","2018-04-17 16:16:07","FM"
"2013-06-14 04:00:00","2013-06-20 04:30:00","SaSoil2012","Cond_rim_100","minmaxmanual","0.00051037490526282","0.00053781802657273","6","2018-04-17 16:16:12","FM"
"2012-12-30 06:00:00","2013-06-10 21:30:00","SaSoil2002","cond_center_8","minmaxmanual","0.0011596293632035","0.0028900859127671","6","2018-05-28 12:22:42","SL"
"2013-06-08 12:00:00","2013-06-13 16:00:00","SaSoil2002","cond_center_8","minmaxmanual","0.0018223574034619","0.0031478134839786","6","2018-05-28 12:22:49","SL"
"2013-06-12 13:00:00","2013-07-09 02:30:00","SaSoil2002","cond_center_8","minmaxmanual","0.0052339361924787","0.0067250742830601","6","2018-05-28 12:23:00","SL"
"2013-06-14 23:00:00","2013-06-17 00:00:00","SaSoil2002","cond_center_8","minmaxmanual","0.0046448446011379","0.0051050724068729","6","2018-05-28 12:23:03","SL"
"2013-06-12 13:00:00","2013-06-16 11:30:00","SaSoil2002","cond_center_8","minmaxmanual","0.00427666235655","0.0047921174989732","6","2018-05-28 12:23:07","SL"
"2013-06-04 10:00:00","2013-07-11 08:30:00","SaSoil2002","cond_center_8","minmaxmanual","0.0050314359579553","0.0060623462428017","6","2018-05-28 12:23:41","SL"
"2013-07-05 08:00:00","2013-07-08 01:30:00","SaSoil2002","cond_center_8","minmaxmanual","0.0040373438975678","0.0054364364270021","6","2018-05-28 12:23:48","SL"
"2013-07-19 15:30:00","2013-07-23 02:00:00","SaSoil2002","cond_center_8","minmaxmanual","0.0049762086212671","0.0053075726413963","6","2018-05-28 12:23:51","SL"
"2013-07-27 02:00:00","2013-07-29 11:30:00","SaSoil2002","cond_center_8","minmaxmanual","0.0038532527752738","0.00427666235655","6","2018-05-28 12:23:54","SL"
"2013-08-04 00:30:00","2013-08-11 02:00:00","SaSoil2002","cond_center_8","minmaxmanual","0.001975523327875","0.0033377976328506","6","2018-05-28 12:24:02","SL"
"2013-09-07 21:30:00","2013-09-10 11:00:00","SaSoil2002","cond_center_8","minmaxmanual","0.003908480111962","0.004092571234256","6","2018-05-28 12:24:05","SL"
"2013-09-11 08:00:00","2013-09-14 22:30:00","SaSoil2002","cond_center_8","minmaxmanual","0.0041293894587148","0.0045159808155322","6","2018-05-28 12:24:09","SL"
"2013-11-13 22:00:00","2014-01-04 21:00:00","SaSoil2002","cond_center_8","minmaxmanual","0.0011044020265153","0.00279804035162","6","2018-05-28 12:24:18","SL"
"2013-10-12 20:30:00","2013-10-20 06:00:00","SaSoil2002","cond_center_8","minmaxmanual","0.0012516749243505","0.0018775847401501","6","2018-05-28 12:24:21","SL"
"2012-12-21 19:30:00","2013-06-13 16:00:00","SaSoil2002","cond_center_13","minmaxmanual","0.0019777201482865","0.0038399868051023","6","2018-05-28 12:24:40","SL"
"2013-02-16 05:30:00","2013-03-12 10:00:00","SaSoil2002","cond_center_13","minmaxmanual","0.0016773545584775","0.0030590362715989","6","2018-05-28 12:24:47","SL"
"2012-12-28 08:30:00","2013-02-07 23:30:00","SaSoil2002","cond_center_13","minmaxmanual","0.001216793987437","0.0031992068801765","6","2018-05-28 12:25:17","SL"
"2013-02-11 21:00:00","2013-03-14 14:30:00","SaSoil2002","cond_center_13","minmaxmanual","0.0014771108319382","0.0029989631536371","6","2018-05-28 12:25:21","SL"
"2013-07-01 00:30:00","2013-08-03 15:30:00","SaSoil2002","cond_center_13","minmaxmanual","0.0015441759493495","0.0034264669788192","6","2018-05-28 12:25:30","SL"
"2013-07-19 21:30:00","2013-07-25 16:30:00","SaSoil2002","cond_center_13","minmaxmanual","0.0039871494131293","0.004688002456017","6","2018-05-28 12:25:49","SL"
"2013-06-21 13:30:00","2013-10-18 16:00:00","SaSoil2002","cond_center_13","minmaxmanual","0.0066303666034485","0.0076916583541069","6","2018-05-28 12:26:03","SL"
"2013-08-10 19:00:00","2013-09-03 06:00:00","SaSoil2002","cond_center_13","minmaxmanual","0.00042119580989481","0.0012021463433982","6","2018-05-28 12:26:11","SL"
"2013-12-15 03:00:00","2014-01-06 03:30:00","SaSoil2002","cond_center_13","minmaxmanual","0.0018229018956701","0.0036050710618702","6","2018-05-28 12:26:17","SL"
"2013-10-25 02:00:00","2013-11-26 17:00:00","SaSoil2002","cond_center_13","minmaxmanual","0.0015826094238229","0.0023835843299802","6","2018-05-28 12:26:28","SL"
"2013-10-13 08:30:00","2013-10-26 04:00:00","SaSoil2002","cond_center_13","minmaxmanual","0.005294243093278","0.0063555348439364","6","2018-05-28 12:26:34","SL"
"2013-10-15 07:00:00","2013-10-20 20:00:00","SaSoil2002","cond_center_13","minmaxmanual","0.0046534631683522","0.0065557785704758","6","2018-05-28 12:26:45","SL"
"2013-09-13 14:00:00","2013-10-28 19:00:00","SaSoil2002","cond_center_13","minmaxmanual","0.0062754373533207","0.0074488655187534","6","2018-05-28 12:26:52","SL"
"2012-12-16 21:30:00","2013-05-22 13:00:00","SaSoil2002","cond_center_23","minmaxmanual","0.0014653255255664","0.0040494361392996","6","2018-05-28 12:27:15","SL"
"2013-05-10 06:00:00","2013-07-03 01:30:00","SaSoil2002","cond_center_23","minmaxmanual","0.0010720913017375","0.0015027764040263","6","2018-05-28 12:27:21","SL"
"2013-10-02 16:30:00","2013-11-11 03:00:00","SaSoil2002","cond_center_23","minmaxmanual","0.0065919868836591","0.0081274729005151","6","2018-05-28 12:27:29","SL"
"2013-10-08 22:30:00","2013-10-28 20:00:00","SaSoil2002","cond_center_23","minmaxmanual","0.0040453271483859","0.0052063043806428","6","2018-05-28 12:27:36","SL"
"2013-11-07 02:00:00","2014-01-17 05:30:00","SaSoil2002","cond_center_23","minmaxmanual","0.0013529728901867","0.0027386553932031","6","2018-05-28 12:27:45","SL"
"2013-12-26 11:30:00","2013-12-29 16:30:00","SaSoil2002","cond_center_23","minmaxmanual","0.0011095421801974","0.0015964036001761","6","2018-05-28 12:27:48","SL"
"2013-01-05 04:00:00","2013-07-18 16:30:00","SaSoil2002","cond_center_33","minmaxmanual","0.0016142132079599","0.0037837481176307","6","2018-05-28 12:37:53","SL"
"2013-07-17 14:30:00","2013-07-25 07:00:00","SaSoil2002","cond_center_33","minmaxmanual","0.0017541832021322","0.0023840481759076","6","2018-05-28 12:38:02","SL"
"2013-09-01 01:30:00","2013-10-25 12:00:00","SaSoil2002","cond_center_33","minmaxmanual","0.0059904404352822","0.0093147277968746","6","2018-05-28 12:38:23","SL"
"2013-08-21 22:00:00","2013-09-04 19:00:00","SaSoil2002","cond_center_33","minmaxmanual","0.0074251328755485","0.0086848628230993","6","2018-05-28 12:38:28","SL"
"2013-08-01 20:00:00","2013-08-13 23:00:00","SaSoil2002","cond_center_33","minmaxmanual","0.0062003954265407","0.0071102003886607","6","2018-05-28 12:38:35","SL"
"2013-08-08 00:30:00","2013-08-15 17:00:00","SaSoil2002","cond_center_33","minmaxmanual","0.0066203054090577","0.0077750578609793","6","2018-05-28 12:38:44","SL"
"2013-08-06 11:30:00","2013-08-10 15:30:00","SaSoil2002","cond_center_33","minmaxmanual","0.0066552979076008","0.0073551478784623","6","2018-05-28 12:38:47","SL"
"2013-08-15 12:30:00","2013-09-02 03:30:00","SaSoil2002","cond_center_33","minmaxmanual","0.010469480248796","0.011869180190519","6","2018-05-28 12:38:53","SL"
"2013-08-09 13:30:00","2013-08-15 06:30:00","SaSoil2002","cond_center_33","minmaxmanual","0.00903478780853","0.010504472747339","6","2018-05-28 12:38:55","SL"
"2013-08-16 20:00:00","2013-08-21 11:00:00","SaSoil2002","cond_center_33","minmaxmanual","0.0093847127939609","0.010049570266279","6","2018-05-28 12:39:02","SL"
"2013-07-30 10:00:00","2013-08-14 09:30:00","SaSoil2002","cond_center_33","minmaxmanual","0.0086848628230992","0.0099795852691931","6","2018-05-28 12:39:13","SL"
"2013-08-21 11:00:00","2013-09-11 04:00:00","SaSoil2002","cond_center_33","minmaxmanual","0.010491746726068","0.011191596696929","6","2018-05-28 12:39:25","SL"
"2013-09-11 04:30:00","2013-09-25 22:30:00","SaSoil2002","cond_center_33","minmaxmanual","0.010771686714413","0.011961431664877","6","2018-05-28 12:39:33","SL"
"2013-09-26 15:00:00","2013-10-09 09:30:00","SaSoil2002","cond_center_33","minmaxmanual","0.011471536685274","0.013046199119712","6","2018-05-28 12:39:38","SL"
"2013-10-08 23:30:00","2013-11-03 01:30:00","SaSoil2002","cond_center_33","minmaxmanual","0.012066409160507","0.013011206621169","6","2018-05-28 12:39:46","SL"
"2013-11-05 17:30:00","2013-11-09 11:00:00","SaSoil2002","cond_center_33","minmaxmanual","0.011051626702757","0.01199642416342","6","2018-05-28 12:39:50","SL"
"2013-11-13 14:00:00","2014-01-06 08:30:00","SaSoil2002","cond_center_33","minmaxmanual","0.0017891757006753","0.0038187406161738","6","2018-05-28 12:39:58","SL"
"2013-11-27 16:30:00","2013-12-30 02:00:00","SaSoil2002","cond_center_33","minmaxmanual","0.0014042582167014","0.0025240181700799","6","2018-05-28 12:40:03","SL"
"2013-02-15 07:00:00","2013-03-10 17:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.00076354703814254","0.0011708457249873","6","2018-05-28 12:40:28","SL"
"2013-01-05 14:00:00","2013-01-10 23:00:00","SaSoil2002","cond_center_43","minmaxmanual","0.00041128871438493","0.00070850667505541","6","2018-05-28 12:40:31","SL"
"2013-02-04 01:30:00","2013-02-06 08:00:00","SaSoil2002","cond_center_43","minmaxmanual","3.9900275401869e-06","0.00063145016673344","6","2018-05-28 12:40:40","SL"
"2013-02-07 19:30:00","2013-02-12 18:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.00023515955250612","0.00065346631196829","6","2018-05-28 12:40:43","SL"
"2013-02-08 18:00:00","2013-02-15 02:30:00","SaSoil2002","cond_center_43","minmaxmanual","-7.3066480781791e-05","0.00088463583693422","6","2018-05-28 12:40:59","SL"
"2013-02-20 21:00:00","2013-03-06 02:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.00067548245720314","0.0011268134345176","6","2018-05-28 12:41:03","SL"
"2013-03-30 20:30:00","2013-04-03 23:00:00","SaSoil2002","cond_center_43","minmaxmanual","0.00076354703814254","0.0013139506690138","6","2018-05-28 12:41:08","SL"
"2013-04-03 08:00:00","2013-04-11 05:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.00086261969169937","0.001291934523779","6","2018-05-28 12:41:11","SL"
"2013-04-12 06:30:00","2013-05-07 15:00:00","SaSoil2002","cond_center_43","minmaxmanual","0.00070850667505541","0.0016662089927714","6","2018-05-28 12:41:16","SL"
"2013-05-14 12:30:00","2013-05-17 07:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.0008736277643168","0.0013249587416312","6","2018-05-28 12:41:19","SL"
"2013-04-18 02:00:00","2013-07-25 05:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.001268967035286","0.0025789276767596","6","2018-05-28 12:41:40","SL"
"2013-07-17 02:00:00","2013-08-25 20:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.0018858267858809","0.0028215129583621","6","2018-05-28 12:41:48","SL"
"2013-08-13 21:30:00","2013-09-11 13:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.0029080825368043","0.0041960270330431","6","2018-05-28 12:41:59","SL"
"2013-08-27 01:00:00","2013-09-03 13:00:00","SaSoil2002","cond_center_43","minmaxmanual","0.0026989291570732","0.0034034458045885","6","2018-05-28 12:42:03","SL"
"2013-09-10 13:30:00","2013-09-17 22:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.0012018312811034","0.0017852591298269","6","2018-05-28 12:42:07","SL"
"2013-09-05 23:30:00","2013-09-29 16:00:00","SaSoil2002","cond_center_43","minmaxmanual","0.0037887283461984","0.004786059685708","6","2018-05-28 12:42:10","SL"
"2013-09-30 11:00:00","2013-10-14 05:00:00","SaSoil2002","cond_center_43","minmaxmanual","0.0024457434868725","0.0036566314747893","6","2018-05-28 12:42:15","SL"
"2013-10-04 02:30:00","2013-10-31 02:00:00","SaSoil2002","cond_center_43","minmaxmanual","0.0017836283937505","0.0029945163816673","6","2018-05-28 12:42:22","SL"
"2013-10-21 17:00:00","2013-10-25 06:00:00","SaSoil2002","cond_center_43","minmaxmanual","0.0015084265783149","0.002003789846099","6","2018-05-28 12:42:25","SL"
"2013-11-22 03:30:00","2013-11-26 20:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.0010681036736179","0.0014423781426103","6","2018-05-28 12:42:29","SL"
"2013-09-21 17:30:00","2013-10-05 05:30:00","SaSoil2002","cond_center_43","minmaxmanual","0.002840946903442","0.0039087299473323","6","2018-05-28 12:42:53","SL"
"2013-01-02 10:00:00","2013-08-18 13:00:00","SaSoil2002","cond_slope_5","minmaxmanual","0.0021335723038848","0.0041073573926774","6","2018-05-28 12:43:16","SL"
"2013-09-24 04:30:00","2014-01-10 09:00:00","SaSoil2002","cond_slope_5","minmaxmanual","0.0020477555608938","0.0039528872552936","6","2018-05-28 12:43:27","SL"
"2013-10-22 23:00:00","2014-01-06 07:30:00","SaSoil2002","cond_slope_14","minmaxmanual","0.0014894881480939","0.003597626373886","6","2018-05-28 12:43:48","SL"
"2013-07-28 07:30:00","2013-08-21 17:30:00","SaSoil2002","cond_slope_14","minmaxmanual","0.0015975978006986","0.0029084273385309","6","2018-05-28 12:43:51","SL"
"2013-05-18 08:30:00","2013-07-21 16:00:00","SaSoil2002","cond_slope_14","minmaxmanual","0.0013591938332592","0.0033186812867198","6","2018-05-28 12:44:05","SL"
"2013-02-23 10:30:00","2013-04-08 03:00:00","SaSoil2002","cond_slope_14","minmaxmanual","0.0020483928686142","0.0030348934486324","6","2018-05-28 12:44:11","SL"
