"from","to","dataset","variable","filtername","min","max","flag","flagging_date","flagged_by"
"2015-07-12 16:00:00","2015-10-05 11:30:00","SdHole2009","Ts_200","minmaxmanual",-2.4979409407867,4.4023444317696,6,"2017-11-07 15:04:57","CG"
"2015-07-12 09:00:00","2015-10-04 13:30:00","SdHole2009","Ts_250","minmaxmanual",-3.6051777516795,5.1579073394067,6,"2017-11-07 15:04:34","CG"
"2015-07-13 05:00:00","2015-10-03 11:00:00","SdHole2009","Ts_300","minmaxmanual",-4.4771962942251,7.9556546496016,6,"2017-11-07 15:03:57","CG"
"2015-07-14 02:30:00","2015-10-03 18:30:00","SdHole2009","Ts_400","minmaxmanual",-5.8334991162863,1.8732819700191,6,"2017-11-07 15:03:41","CG"
"2015-07-11 23:30:00","2015-10-02 03:00:00","SdHole2009","Ts_500","minmaxmanual",-6.9314142165007,3.9224018111673,6,"2017-11-07 15:03:22","CG"
"2015-07-16 18:30:00","2015-08-03 06:30:00","SdHole2009","Ts_700","minmaxmanual",-7.4835642909218,2.2904164309851,6,"2017-11-07 15:02:44","CG"
"2015-03-31 06:00:00","2015-04-02 09:00:00","SdHole2009","Ts_900","minmaxmanual",-10.970345083618,-9.1202871340029,6,"2017-11-07 15:02:33","CG"
"2015-03-12 20:30:00","2015-07-05 01:00:00","SdHole2009","Ts_1100","minmaxmanual",-32.124292894948,-4.8385489767119,6,"2017-11-07 15:01:27","CG"
"2015-07-19 02:00:00","2015-10-03 09:30:00","SdHole2009","Ts_6000","minmaxmanual",-10.638336642381,4.6478302487141,6,"2017-11-07 14:59:20","CG"
"2015-07-17 20:30:00","2015-10-03 08:30:00","SdHole2009","Ts_7000","minmaxmanual",-10.523690159697,0.33389625105604,6,"2017-11-07 14:58:52","CG"
"2015-07-18 08:30:00","2015-07-20 21:00:00","SdHole2009","Ts_8000","minmaxmanual",-0.83990742308803,7.7476072872055,6,"2017-11-07 14:53:34","CG"
"2015-03-30 05:00:00","2015-04-03 07:00:00","SdHole2009","Ts_900","minmaxmanual",-9.5606247100478,-9.2030296164309,6,"2017-11-07 14:33:40","SL"
"2015-07-17 04:00:00","2015-08-04 03:00:00","SdHole2009","Ts_700","minmaxmanual",-7.713595492967,3.5824657906724,6,"2017-11-07 14:27:07","SL"
"2015-08-31 06:00:00","2015-09-09 01:30:00","SdHole2009","Ts_500","minmaxmanual",-12.109275352761,-1.0708196961174,6,"2017-11-07 14:26:35","SL"
"2015-08-31 02:30:00","2015-10-03 18:30:00","SdHole2009","Ts_500","minmaxmanual",-6.3105929508534,0.81549867558757,6,"2017-11-07 14:26:31","SL"
"2015-07-16 22:00:00","2015-09-11 17:30:00","SdHole2009","Ts_500","minmaxmanual",-9.646222412777,1.3223696004707,6,"2017-11-07 14:26:19","SL"
"2015-01-04 05:00:00","2015-02-15 11:30:00","SdHole2009","Ts_1100","minmaxmanual",-54.60834534098,-17.765568203824,6,"2019-11-18 14:57:28","SL"
"2015-08-04 02:30:00","2015-10-26 21:30:00","SdHole2009","Ts_8000","minmaxmanual",-71.054178913221,-8.8335281404352,6,"2019-11-18 15:19:57","SL"
"2015-07-10 03:00:00","2015-07-11 10:30:00","SdHole2009","Ts_80","minmaxmanual",-0.97531766964845,-0.37918487530041,6,"2020-05-14 13:59:37","NB"
"2015-09-27 09:30:00","2015-10-04 15:00:00","SdHole2009","Ts_500","minmaxmanual",-7.1652022216538,-6.7630363473154,6,"2020-05-14 14:00:27","NB"
"2015-09-20 23:00:00","2015-09-25 04:00:00","SdHole2009","Ts_500","minmaxmanual",-7.3388647582998,-7.009819952023,6,"2020-05-14 14:00:35","NB"
"2015-09-18 23:00:00","2015-09-24 16:00:00","SdHole2009","Ts_900","minmaxmanual",-9.5946169161729,-9.3736241638612,6,"2020-05-14 14:01:13","NB"
"2015-10-22 14:30:00","2015-10-29 19:00:00","SdHole2009","Ts_900","minmaxmanual",-9.1672134811202,-9.0896309191385,6,"2020-05-14 14:01:27","NB"
"2015-03-09 14:00:00","2015-03-16 04:00:00","SdHole2009","Ts_1100","minmaxmanual",-9.6621076112954,-9.2306480186675,6,"2020-05-14 14:01:51","NB"
"2015-10-23 18:00:00","2015-10-28 20:00:00","SdHole2009","Ts_1300","minmaxmanual",-9.7674206475607,-9.6908211880946,6,"2020-05-14 14:02:22","NB"
"2015-11-08 13:30:00","2015-11-11 23:30:00","SdHole2009","Ts_1300","minmaxmanual",-9.7131985582757,-9.6847965115073,6,"2020-05-14 14:02:28","NB"
