"from","to","dataset","variable","filtername","min","max","flag","flagging_date","flagged_by"
"2009-11-24 14:30:00","2009-12-10 05:30:00","BaSoil2009","cond_sn_v_0","minmaxmanual",0.00091229190625421,0.0014682206574123,6,"2017-08-23 15:17:06","SL"
"2009-09-29 22:30:00","2009-11-10 11:00:00","BaSoil2009","cond_sn_v_0","minmaxmanual",0.00083598796001683,0.0016480799592576,6,"2017-08-23 15:16:58","SL"
"2009-09-30 12:00:00","2009-10-01 20:30:00","BaSoil2009","cond_h_11","minmaxmanual",0.0018310530403816,0.0022609770223881,6,"2017-08-23 14:46:31","SL"
"2009-10-02 12:00:00","2009-10-03 06:00:00","BaSoil2009","cond_h_11","minmaxmanual",0.0021515418269683,0.0025736490093019,6,"2017-08-23 14:46:16","SL"
"2009-10-03 16:30:00","2009-10-08 11:30:00","BaSoil2009","cond_h_11","minmaxmanual",0.0015183810534678,0.0020968242292583,6,"2017-08-23 14:46:08","SL"
"2009-12-30 22:00:00","2010-01-01 16:00:00","BaSoil2009","cond_h_1","minmaxmanual",0.00078584933656699,0.00096762823110092,6,"2017-08-23 14:45:25","SL"
"2009-01-01 00:00:00","2009-12-31 23:00:00","BaMet1998","Ts_203_2","syserror",-40,40,2,"2017-08-23 15:00:00","SL"
"2009-01-01 00:00:00","2009-12-31 23:00:00","BaMet1998","Ts_203_5","syserror",-40,40,2,"2017-08-23 15:00:00","SL"
"2009-01-01 00:00:00","2009-12-31 23:00:00","BaMet1998","Ts_203_23","syserror",-40,40,2,"2017-08-23 15:00:00","SL"
"2009-01-01 00:00:00","2009-12-31 23:30:00","BaMet2009","Ts_203_2","syserror",-40,40,2,"2017-08-23 15:00:00","SL"
"2009-01-01 00:00:00","2009-12-31 23:30:00","BaMet2009","Ts_203_5","syserror",-40,40,2,"2017-08-23 15:00:00","SL"
"2009-01-01 00:00:00","2009-12-31 23:30:00","BaMet2009","Ts_203_23","syserror",-40,40,2,"2017-08-23 15:00:00","SL"
"2009-10-16 09:30:00","2009-10-16 15:30:00","BaSoil2009","cond_h_89","minmaxmanual",0.0059586986442208,0.0061305428102542,6,"2017-08-22 17:13:36","IJ"
"2009-10-18 23:30:00","2009-10-19 08:00:00","BaSoil2009","cond_h_89","minmaxmanual",0.005901417255543,0.0060303003800681,6,"2017-08-22 17:13:33","IJ"
"2009-09-29 20:30:00","2009-10-03 17:00:00","BaSoil2009","cond_h_21","minmaxmanual",0.0044563834605392,0.0052293439385879,6,"2017-08-22 17:13:05","IJ"
"2009-09-29 16:30:00","2009-10-01 06:00:00","BaSoil2009","cond_h_21","minmaxmanual",0.002607340748344,0.0032742086117587,6,"2017-08-22 17:13:00","IJ"
"2009-10-03 19:00:00","2009-10-05 00:30:00","BaSoil2009","cond_h_21","minmaxmanual",0.0028195259776123,0.0032742086117587,6,"2017-08-22 17:12:57","IJ"
"2009-10-05 11:00:00","2009-10-08 04:00:00","BaSoil2009","cond_h_21","minmaxmanual",0.002364843343466,0.0046988808654172,6,"2017-08-22 17:12:55","IJ"
"2009-10-08 13:00:00","2009-10-12 23:00:00","BaSoil2009","cond_h_21","minmaxmanual",0.0019404728849294,0.0025315603093196,6,"2017-08-22 17:12:48","IJ"
