"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_center_8",2018-09-29 05:00:00,6678,0.938333163768185,0.938699913775864
"E2_center_13",2018-09-27 15:00:00,6640,0.938504903677977,0.941355936901337
"E2_center_23",2018-09-28 17:00:00,6666,0.75986880039199,0.765703587836302
"E2_center_33",2018-09-27 09:00:00,6634,0.859184872339559,0.867010902077509
"E2_center_43",2018-09-21 14:00:00,6495,0.800547832938909,0.816214190356292
"E2_slope_5",2018-09-27 20:00:00,6645,0.250834181951935,0.262649630129611
"E2_slope_14",2018-09-19 17:00:00,6450,0.407644266091805,0.583979569785544
"E2_slope_23",2018-09-10 13:00:00,6230,0.64800321733141,0.668943817004102
"E2_slope_33",2018-09-13 11:00:00,6300,0.597408193600683,0.597408193600683
"E2_slope_43",2018-09-13 11:00:00,6300,0.624334906298034,0.624334906298034
"E2_rim_5",2018-10-02 02:00:00,6747,0.311597471891461,0.313148234400354
"E2_rim_12",2018-09-27 23:00:00,6648,0.403302447071819,0.447743666952933
"E2_rim_15",2018-09-29 04:00:00,6677,0.558864362047875,0.565507736779155
"E2_rim_22",2018-09-28 03:00:00,6652,0.590337106933187,0.597291412337409
"E2_rim_26",2018-09-27 20:00:00,6645,0.700781205937498,0.699874349019216
"E2_rim_34",2018-09-26 22:00:00,6623,0.56262069429483,0.547210805400931
"E2_rim_37",2018-09-20 10:00:00,6467,0.602447354111098,0.611911351004199
"E2_rim_50",2018-09-23 21:00:00,6550,0.489259346233067,0.463134583858367
"E2_rim_60",2018-09-13 11:00:00,6300,0.49197936522153,0.49197936522153
"E2_rim_70",2018-09-13 11:00:00,6300,0.287859254029921,0.287859254029921
