"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_80_1",2007-10-09 03:00:00,6916,0.101055167346679,0.0253371653320013
"E2_90_16",2007-09-15 01:00:00,6338,0.348306382578731,0.356125302263003
"E2_90_32",2007-10-06 18:00:00,6859,0.29978270973658,0.321983931337825
"E2_85_39",2007-09-16 17:00:00,6378,0.311678114943756,0.314977047004353
"E2_90_66",2007-09-20 10:00:00,6467,0.357159856108344,0.363171787761747
"E2_90_90",2007-12-12 06:00:00,8455,0.246343826117473,0.245984560964866
"E2_95_99",2007-09-16 23:00:00,6384,0.171775822023687,0.169152311167544
"E2_95_113",2007-09-19 13:00:00,6446,0.189349458066915,0.179040078218076
"E2_95_120_v",2007-09-16 10:00:00,6371,0.215703248046524,0.212281086465595
"E2_114_6",2008-01-07 23:00:00,9096,0.0790358400032987,0.0414133333162895
"E2_115_22",2007-09-14 09:00:00,6322,0.320587731770359,0.33055129084436
"E2_110_59",2007-09-18 01:00:00,6410,0.34792954986808,0.35444599337109
"E2_140_6",2007-09-11 04:00:00,6245,0.30389026653655,0.300111267878461
"E2_140_23",2008-01-07 23:00:00,9096,0.126769658147894,0.154953920239517
"E2_140_39",2007-09-15 13:00:00,6350,0.301212698852144,0.300765796258648
"E2_140_62",2007-09-18 23:00:00,6432,0.336676391079982,0.336359422411919
"E2_146_76",2007-11-28 16:00:00,8129,0.321207808763485,0.326674898446321
"E2_140_98",2007-09-16 16:00:00,6377,0.319808283063159,0.321292402045787
"E2_135_112",2007-12-22 06:00:00,8695,0.146334876483378,0.157766104145178
"E2_135_127_v",2007-09-17 06:00:00,6391,0.220440987915769,0.223171655503306
"E2_174_8",2007-09-12 16:00:00,6281,0.28601965393733,0.300791348450595
"E2_172_20",2008-01-07 23:00:00,9096,0.100648560266872,0.131532632391345
"E2_180_54",2008-01-07 23:00:00,9096,0.21055653015454,0.27853137902927
"E2_204_5",2007-10-06 15:00:00,6856,0.186226750340456,0.350999157027069
"E2_200_13",2007-09-13 11:00:00,6300,0.05,0.05
"E2_200_31",2008-01-07 23:00:00,9096,0.143508927725746,0.193754435802535
"E2_205_51",2007-10-13 11:00:00,7020,0.346574092391862,0.320991000034954
"E2_200_61",2007-09-18 13:00:00,6422,0.389452068328949,0.395737170803293
"E2_200_90",2008-01-03 15:00:00,8992,0.140938556614685,0.167684855326554
"E2_200_114",2007-09-16 17:00:00,6378,0.22437342088387,0.22301896497047
"E2_200_121_v",2008-01-07 23:00:00,9096,0.148792071609793,0.185620585828881
