"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_80_1",2008-09-29 07:00:00,6704,0.208884678243381,0.101055167346679
"E2_90_16",2008-09-27 23:00:00,6672,0.368835294834749,0.348306382578731
"E2_90_32",2008-10-30 10:00:00,7451,0.276517306987613,0.29978270973658
"E2_85_39",2008-10-01 21:00:00,6766,0.319949504029148,0.311678114943756
"E2_90_66",2008-10-04 08:00:00,6825,0.364810459626622,0.357159856108344
"E2_90_90",2009-01-04 06:00:00,9031,0.220215835449048,0.246343826117473
"E2_95_99",2008-10-05 03:00:00,6844,0.168707480187073,0.171775822023687
"E2_95_113",2008-11-04 04:00:00,7565,0.175455778432956,0.189349458066915
"E2_95_120_v",2008-10-01 20:00:00,6765,0.227626351258862,0.215703248046524
"E2_114_6",2008-12-23 02:00:00,8739,0.0366838299442815,0.0790358400032987
"E2_115_22",2008-09-29 09:00:00,6706,0.3420758155406,0.320587731770359
"E2_110_59",2008-10-02 22:00:00,6791,0.362115794171664,0.34792954986808
"E2_140_6",2008-09-22 05:00:00,6534,0.325835343120203,0.30389026653655
"E2_140_23",2009-01-07 23:00:00,9120,0.139102957774086,0.126769658147894
"E2_140_39",2008-09-29 16:00:00,6713,0.332060902786475,0.301212698852144
"E2_140_62",2008-10-03 23:00:00,6816,0.344085282451191,0.336676391079982
"E2_146_76",2008-12-13 18:00:00,8515,0.317513281964513,0.321207808763485
"E2_140_98",2008-10-01 03:00:00,6748,0.340799861792392,0.319808283063159
"E2_135_112",2009-01-07 23:00:00,9120,0.136782867391663,0.146334876483378
"E2_135_127_v",2008-10-01 03:00:00,6748,0.233165911753223,0.220440987915769
"E2_174_8",2008-09-25 21:00:00,6622,0.309324694481579,0.28601965393733
"E2_172_20",2009-01-07 23:00:00,9120,0.0992394887178782,0.100648560266872
"E2_180_54",2009-01-07 23:00:00,9120,0.258993038258934,0.21055653015454
"E2_204_5",2008-09-26 22:00:00,6647,0.370787729909322,0.186226750340456
"E2_200_13",2008-09-12 11:00:00,6300,0.05,0.05
"E2_200_31",2009-01-07 23:00:00,9120,0.174913838837553,0.143508927725746
"E2_205_51",2008-10-17 19:00:00,7148,0.359498430885446,0.346574092391862
"E2_200_61",2008-10-03 14:00:00,6807,0.392878615895492,0.389452068328949
"E2_200_90",2009-01-07 23:00:00,9120,0.1473884628061,0.140938556614685
"E2_200_114",2008-10-01 20:00:00,6765,0.230020572236372,0.22437342088387
"E2_200_121_v",2009-01-07 23:00:00,9120,0.152675230094645,0.148792071609793
