"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_80_1",2006-01-07 23:00:00,9096,0.264733342393752,0.100003805366234
"E2_90_16",2005-07-03 23:00:00,4584,0.385712390448487,0.369351025624639
"E2_90_32",2005-07-03 23:00:00,4584,0.34150062400101,0.337254922600165
"E2_85_39",2005-07-03 21:00:00,4582,0.337916630929364,0.334419982143314
"E2_90_66",2005-09-13 11:00:00,6300,0.381697654480275,0.381697654480275
"E2_90_90",2005-12-05 10:00:00,8291,0.23000018601118,0.266188447255262
"E2_95_99",2005-09-13 11:00:00,6300,0.209867918830262,0.209867918830262
"E2_95_113",2005-09-13 11:00:00,6300,0.18,0.18
"E2_95_120_v",2005-09-13 11:00:00,6300,0.21,0.21
"E2_114_6",2006-01-07 23:00:00,9096,0.0361894743313978,0.309772684291276
"E2_115_22",2005-07-03 23:00:00,4584,0.369529277180568,0.352591668350135
"E2_110_59",2005-09-13 11:00:00,6300,0.385642008521826,0.385642008521826
"E2_140_6",2005-07-03 23:00:00,4584,0.324307702425932,0.317849873949214
"E2_140_23",2006-01-07 23:00:00,9096,0.147365973680255,0.115792503678781
"E2_140_39",2005-07-03 23:00:00,4584,0.362118253933198,0.333189622669313
"E2_140_62",2005-09-13 11:00:00,6300,0.364569071248009,0.364569071248009
"E2_146_76",2005-10-28 17:00:00,7386,0.402963117041128,0.418445028511439
"E2_140_98",2005-09-13 11:00:00,6300,0.338215439678434,0.338215439678434
"E2_135_112",2006-01-07 23:00:00,9096,0.139717695365929,0.138134988919848
"E2_135_127_v",2005-09-13 11:00:00,6300,0.246904832723048,0.246904832723048
"E2_174_8",2005-07-03 23:00:00,4584,0.369863683971949,0.322549897649591
"E2_172_20",2006-01-07 23:00:00,9096,0.129099523476936,0.0848191081091104
"E2_180_54",2006-01-07 23:00:00,9096,0.254248141193742,0.194631924829521
"E2_204_5",2005-07-03 23:00:00,4584,0.407911707588855,0.390936219966286
"E2_200_13",2005-09-13 11:00:00,6300,0.05,0.05
"E2_200_31",2006-01-07 23:00:00,9096,0.174981666025234,0.116580293481897
"E2_205_51",2005-10-28 06:00:00,7375,0.361047798853044,0.382006173975514
"E2_200_61",2005-09-13 11:00:00,6300,0.406011571769781,0.406011571769781
"E2_200_90",2005-12-16 11:00:00,8556,0.138591631723527,0.17897252585175
"E2_200_114",2005-09-13 11:00:00,6300,0.22,0.22
"E2_200_121_v",2006-01-07 23:00:00,9096,0.167262547059405,0.131293448125483
