"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_80_1",2011-09-13 11:00:00,6300,0.208884678243381,0.208884678243381
"E2_90_16",2011-09-13 11:00:00,6300,0.363807835390506,0.363807835390506
"E2_90_32",2011-09-13 11:00:00,6300,0.291866830191207,0.291866830191207
"E2_85_39",2011-09-13 11:00:00,6300,0.318668146235592,0.318668146235592
"E2_90_66",2011-09-13 11:00:00,6300,0.360689713963818,0.360689713963818
"E2_90_90",2011-09-13 11:00:00,6300,0.234205838237509,0.234205838237509
"E2_95_99",2011-09-13 11:00:00,6300,0.15407794561078,0.15407794561078
"E2_95_113",2011-09-13 11:00:00,6300,0.178783431587177,0.178783431587177
"E2_95_120_v",2011-09-13 11:00:00,6300,0.224543452465123,0.224543452465123
"E2_114_6",2011-09-13 11:00:00,6300,0.14888273083489,0.14888273083489
"E2_115_22",2011-09-13 11:00:00,6300,0.334436012789469,0.334436012789469
"E2_110_59",2011-09-13 11:00:00,6300,0.361772212588242,0.361772212588242
"E2_140_6",2011-09-13 11:00:00,6300,0.304875853272072,0.304875853272072
"E2_140_23",2011-09-13 11:00:00,6300,0.118771265868246,0.118771265868246
"E2_140_39",2011-09-13 11:00:00,6300,0.330530326458221,0.330530326458221
"E2_140_62",2011-09-13 11:00:00,6300,0.345268299763524,0.345268299763524
"E2_146_76",2011-09-13 11:00:00,6300,0.299495093629683,0.299495093629683
"E2_140_98",2011-09-13 11:00:00,6300,0.330864083694095,0.330864083694095
"E2_135_112",2011-09-13 11:00:00,6300,0.135624953525002,0.135624953525002
"E2_135_127_v",2011-09-13 11:00:00,6300,0.222250958953507,0.222250958953507
"E2_174_8",2011-09-13 11:00:00,6300,0.280992972648433,0.280992972648433
"E2_172_20",2011-09-13 11:00:00,6300,0.0852853022880306,0.0852853022880306
"E2_180_54",2011-09-13 11:00:00,6300,0.226418614283894,0.226418614283894
"E2_204_5",2011-09-13 11:00:00,6300,0.278898229880813,0.278898229880813
"E2_200_13",2011-09-13 11:00:00,6300,0.05,0.05
"E2_200_31",2011-09-13 11:00:00,6300,0.156020843001658,0.156020843001658
"E2_205_51",2011-09-13 11:00:00,6300,0.354205099091359,0.354205099091359
"E2_200_61",2011-09-13 11:00:00,6300,0.394002660394606,0.394002660394606
"E2_200_90",2011-09-13 11:00:00,6300,0.156790577109499,0.156790577109499
"E2_200_114",2011-09-13 11:00:00,6300,0.223653304309079,0.223653304309079
"E2_200_121_v",2011-09-13 11:00:00,6300,0.146548848221406,0.146548848221406
