"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_center_8",2002-09-15 23:00:00,6360,0.931268199303962,0.9337
"E2_center_13",2002-09-16 05:00:00,6366,0.915936840028657,0.9358
"E2_center_23",2002-10-22 22:00:00,7247,0.732975058552922,0.707
"E2_center_33",2002-11-02 04:00:00,7493,0.427824411807564,0.7665
"E2_center_43",2002-09-13 11:00:00,6300,0.7751,0.7751
"E2_slope_5",2002-09-13 23:00:00,6312,0.1935291076705,0.1975
"E2_slope_14",2002-09-11 19:00:00,6260,0.790005252231167,0.3694
"E2_slope_23",2002-09-13 11:00:00,6300,0.6835,0.6835
"E2_slope_33",2002-09-13 11:00:00,6300,0.5776,0.5776
"E2_slope_43",2002-09-13 11:00:00,6300,0.77,0.77
"E2_rim_5",2002-09-15 23:00:00,6360,0.275695154851834,0.2697
"E2_rim_12",2002-09-16 05:00:00,6366,0.516439381450735,0.4855
"E2_rim_15",2002-09-16 06:00:00,6367,0.563599975663894,0.5736
"E2_rim_22",2002-09-16 09:00:00,6370,0.571932508449386,0.5793
"E2_rim_26",2002-09-16 11:00:00,6372,0.632877912160583,0.6578
"E2_rim_34",2002-09-16 09:00:00,6370,0.521157765570908,0.5337
"E2_rim_37",2002-09-16 01:00:00,6362,0.599520750951596,0.5839
"E2_rim_50",2002-09-13 11:00:00,6300,0.4447,0.4447
"E2_rim_60",2002-09-13 11:00:00,6300,0.5168,0.5168
"E2_rim_70",2002-09-13 11:00:00,6300,0.77,0.77
