"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_80_1",2000-09-24 23:00:00,6600,0.331429535496967,0.278838591725926
"E2_90_16",2000-09-25 08:00:00,6609,0.368806132855146,0.346832746786118
"E2_90_32",2000-09-26 01:00:00,6626,0.339895379331996,0.322977355883262
"E2_85_39",2000-09-26 22:00:00,6647,0.34199778216297,0.296176810344591
"E2_90_66",2000-12-31 10:00:00,8939,0.330077242293701,0.295261682488388
"E2_90_90",2000-10-11 06:00:00,6991,0.16143115579299,0.236594530026379
"E2_95_99",2000-09-12 11:00:00,6300,0.255023575239809,0.255023575239809
"E2_95_113",2000-09-12 11:00:00,6300,0.18,0.18
"E2_95_120_v",2000-09-12 11:00:00,6300,0.21,0.21
"E2_114_6",2000-10-22 11:00:00,7260,0.343679954133269,0.318077787549365
"E2_115_22",2000-09-25 13:00:00,6614,0.340938853871908,0.32264418541689
"E2_110_59",2000-09-26 11:00:00,6636,0.370880676986513,0.355506276536922
"E2_140_6",2000-10-25 02:00:00,7323,0.341598677789129,0.318759183526311
"E2_140_23",2000-12-12 23:00:00,8496,0.180896519282646,0.296206567324022
"E2_140_39",2000-12-11 19:00:00,8468,0.25731470421985,0.301881316061261
"E2_140_62",2000-09-26 22:00:00,6647,0.351831535433032,0.331205605041713
"E2_146_76",2000-09-27 14:00:00,6663,0.41459843731166,0.388717213234088
"E2_140_98",2000-08-31 04:00:00,6005,0.406131960996603,0.331379109711662
"E2_135_112",2000-09-12 11:00:00,6300,0.17,0.17
"E2_135_127_v",2000-09-12 11:00:00,6300,0.25,0.25
"E2_174_8",2000-09-25 02:00:00,6603,0.346668126333254,0.31230888838403
"E2_172_20",2000-12-11 17:00:00,8466,0.154989712388674,0.314484851020736
"E2_180_54",2000-09-26 11:00:00,6636,0.362348130636159,0.333061865598233
"E2_204_5",2000-09-25 01:00:00,6602,0.424363774339906,0.396678957813209
"E2_200_13",2000-09-12 11:00:00,6300,0.05,0.05
"E2_200_31",2000-12-10 13:00:00,8438,0.249088633702626,0.281274226881524
"E2_205_51",2000-12-20 19:00:00,8684,0.307175949294034,0.359913595138425
"E2_200_61",2000-09-25 14:00:00,6615,0.409242186655222,0.37984460683306
"E2_200_90",2000-09-12 11:00:00,6300,0.241726382854872,0.241726382854872
"E2_200_114",2000-09-12 11:00:00,6300,0.22,0.22
"E2_200_121_v",2000-09-12 11:00:00,6300,0.2,0.2
