"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_center_8",2019-09-11 08:00:00,6249,0.924170110380397,0.938333163768185
"E2_center_13",2019-09-11 08:00:00,6249,0.929641017610943,0.938504903677977
"E2_center_23",2019-09-11 08:00:00,6249,0.757928691009851,0.75986880039199
"E2_center_33",2019-09-11 08:00:00,6249,0.858080418591967,0.859184872339559
"E2_center_43",2019-09-10 16:00:00,6233,0.777101622923572,0.800547832938909
"E2_slope_5",2019-09-11 08:00:00,6249,0.210599338930075,0.250834181951935
"E2_slope_14",2019-09-11 02:00:00,6243,0.333801736794633,0.407644266091805
"E2_slope_23",2019-09-10 07:00:00,6224,0.585866201795866,0.64800321733141
"E2_slope_33",2019-09-13 11:00:00,6300,0.597408193600683,0.597408193600683
"E2_slope_43",2019-09-13 11:00:00,6300,0.624334906298034,0.624334906298034
"E2_rim_5",2019-09-11 08:00:00,6249,0.30806670510944,0.311597471891461
"E2_rim_12",2019-09-11 08:00:00,6249,0.401248485948737,0.403302447071819
"E2_rim_15",2019-09-11 08:00:00,6249,0.556652525798339,0.558864362047875
"E2_rim_22",2019-09-11 08:00:00,6249,0.59007344659133,0.590337106933187
"E2_rim_26",2019-09-11 08:00:00,6249,0.695159016029234,0.700781205937498
"E2_rim_34",2019-09-11 08:00:00,6249,0.56473495158853,0.56262069429483
"E2_rim_37",2019-09-11 08:00:00,6249,0.601567824774388,0.602447354111098
"E2_rim_50",2019-09-11 08:00:00,6249,0.545601030012568,0.489259346233067
"E2_rim_60",2019-09-13 11:00:00,6300,0.49197936522153,0.49197936522153
"E2_rim_70",2019-09-13 11:00:00,6300,0.287859254029921,0.287859254029921
