"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_center_8",2009-09-24 00:00:00,6553,0.938095797853932,0.934089772306874
"E2_center_13",2009-09-24 02:00:00,6555,0.944384049736316,0.940245052858764
"E2_center_23",2009-09-23 17:00:00,6546,0.758190857213821,0.762862681639958
"E2_center_33",2009-09-21 01:00:00,6482,0.84628278371379,0.819059758300224
"E2_center_43",2009-09-13 11:00:00,6300,0.808523952297913,0.808523952297913
"E2_slope_5",2009-10-24 18:00:00,7291,0.0912013173221435,0.269484306155222
"E2_slope_14",2009-09-22 23:00:00,6528,0.587045871748811,0.50350653851642
"E2_slope_23",2009-09-18 18:00:00,6427,0.717913185825271,0.693473142386818
"E2_slope_33",2009-09-13 11:00:00,6300,0.409591483874566,0.409591483874566
"E2_slope_43",2009-09-13 11:00:00,6300,0.77,0.77
"E2_rim_5",2009-09-25 10:00:00,6587,0.352905511881721,0.365868277671287
"E2_rim_12",2009-09-24 18:00:00,6571,0.461464886116772,0.512034328399562
"E2_rim_15",2009-09-24 19:00:00,6572,0.580457331838142,0.572434079879657
"E2_rim_22",2009-09-24 14:00:00,6567,0.594422649261771,0.584919687519934
"E2_rim_26",2009-09-24 19:00:00,6572,0.690689923306154,0.685397345017384
"E2_rim_34",2009-09-24 16:00:00,6569,0.530566933698542,0.528232678223438
"E2_rim_37",2009-09-24 00:00:00,6553,0.580360975974929,0.560729440250362
"E2_rim_50",2009-09-13 11:00:00,6300,0.512841646620275,0.512841646620275
"E2_rim_60",2009-09-13 11:00:00,6300,0.475837563621872,0.475837563621872
"E2_rim_70",2009-09-13 11:00:00,6300,0.505626988235293,0.505626988235293
