"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_80_1",2006-10-24 04:00:00,7277,0.0253371653320013,0.264733342393752
"E2_90_16",2006-09-21 08:00:00,6489,0.356125302263003,0.385712390448487
"E2_90_32",2006-09-24 02:00:00,6555,0.321983931337825,0.34150062400101
"E2_85_39",2006-09-22 16:00:00,6521,0.314977047004353,0.337916630929364
"E2_90_66",2006-09-26 23:00:00,6624,0.363171787761747,0.381697654480275
"E2_90_90",2006-12-25 16:00:00,8777,0.245984560964866,0.23000018601118
"E2_95_99",2006-09-22 21:00:00,6526,0.169152311167544,0.209867918830262
"E2_95_113",2006-11-03 17:00:00,7530,0.179040078218076,0.18
"E2_95_120_v",2006-09-22 16:00:00,6521,0.212281086465595,0.21
"E2_114_6",2007-01-07 23:00:00,9096,0.0414133333162895,0.0361894743313978
"E2_115_22",2006-09-19 07:00:00,6440,0.33055129084436,0.369529277180568
"E2_110_59",2006-09-24 11:00:00,6564,0.35444599337109,0.385642008521826
"E2_140_6",2006-09-15 20:00:00,6357,0.300111267878461,0.324307702425932
"E2_140_23",2007-01-07 23:00:00,9096,0.154953920239517,0.147365973680255
"E2_140_39",2006-09-21 11:00:00,6492,0.300765796258648,0.362118253933198
"E2_140_62",2006-09-25 02:00:00,6579,0.336359422411919,0.364569071248009
"E2_146_76",2006-12-10 04:00:00,8405,0.326674898446321,0.402963117041128
"E2_140_98",2006-09-22 23:00:00,6528,0.321292402045787,0.338215439678434
"E2_135_112",2006-12-25 18:00:00,8779,0.157766104145178,0.139717695365929
"E2_135_127_v",2006-09-23 18:00:00,6547,0.223171655503306,0.246904832723048
"E2_174_8",2006-09-17 23:00:00,6408,0.300791348450595,0.369863683971949
"E2_172_20",2007-01-07 23:00:00,9096,0.131532632391345,0.129099523476936
"E2_180_54",2007-01-07 23:00:00,9096,0.27853137902927,0.254248141193742
"E2_204_5",2006-09-21 08:00:00,6489,0.350999157027069,0.407911707588855
"E2_200_13",2006-09-13 11:00:00,6300,0.05,0.05
"E2_200_31",2007-01-07 23:00:00,9096,0.193754435802535,0.174981666025234
"E2_205_51",2006-11-02 11:00:00,7500,0.320991000034954,0.361047798853044
"E2_200_61",2006-09-24 20:00:00,6573,0.395737170803293,0.406011571769781
"E2_200_90",2007-01-07 23:00:00,9096,0.167684855326554,0.138591631723527
"E2_200_114",2006-09-23 11:00:00,6540,0.22301896497047,0.22
"E2_200_121_v",2007-01-07 23:00:00,9096,0.185620585828881,0.167262547059405
