"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_center_8",2001-09-26 23:00:00,6456,0.773560373598073,NA
"E2_center_13",2001-09-25 02:00:00,6411,0.984365712743505,NA
"E2_center_23",2001-09-26 03:00:00,6436,0.801367247723262,NA
"E2_center_33",2001-09-19 20:00:00,6285,0.900952905202181,NA
"E2_center_43",2001-09-16 19:00:00,6212,0.844232358813471,NA
"E2_slope_5",2001-10-08 21:00:00,6742,0.563027498840616,NA
"E2_slope_14",2001-09-23 15:00:00,6376,0.391076235684529,NA
"E2_slope_23",2001-09-18 05:00:00,6246,0.638006561028125,NA
"E2_slope_33",2001-09-18 13:00:00,6254,0.705805991431417,NA
"E2_slope_43",2001-09-16 08:00:00,6201,0.682537021021938,NA
"E2_rim_5",2001-09-28 09:00:00,6490,0.584468769142928,NA
"E2_rim_12",2001-09-26 07:00:00,6440,0.481587475937549,NA
"E2_rim_15",2001-09-27 15:00:00,6472,0.612905767731545,NA
"E2_rim_22",2001-09-26 14:00:00,6447,0.627959179741246,NA
"E2_rim_26",2001-09-26 14:00:00,6447,0.720721236754742,NA
"E2_rim_34",2001-09-26 04:00:00,6437,0.547819451012391,NA
"E2_rim_37",2001-09-24 14:00:00,6399,0.581288801505299,NA
"E2_rim_50",2001-09-27 16:00:00,6473,0.567484928560241,NA
"E2_rim_60",2001-09-19 11:00:00,6276,0.501375160108022,NA
"E2_rim_70",2001-09-25 12:00:00,6421,0.527532706451784,NA
