"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_80_1",1998-09-13 11:00:00,6300,0.28,0.28
"E2_90_16",1998-09-13 11:00:00,6300,0.35,0.35
"E2_90_32",1998-09-13 11:00:00,6300,0.32,0.32
"E2_85_39",1998-09-13 11:00:00,6300,0.3,0.3
"E2_90_66",1998-09-13 11:00:00,6300,0.3,0.3
"E2_90_90",1998-09-13 11:00:00,6300,0.24,0.24
"E2_95_99",1998-09-13 11:00:00,6300,0.26,0.26
"E2_95_113",1998-09-13 11:00:00,6300,0.18,0.18
"E2_95_120_v",1998-09-13 11:00:00,6300,0.21,0.21
"E2_114_6",1998-09-13 11:00:00,6300,0.32,0.32
"E2_115_22",1998-09-13 11:00:00,6300,0.32,0.32
"E2_110_59",1998-09-13 11:00:00,6300,0.36,0.36
"E2_140_6",1998-09-13 11:00:00,6300,0.32,0.32
"E2_140_23",1998-09-13 11:00:00,6300,0.3,0.3
"E2_140_39",1998-09-13 11:00:00,6300,0.3,0.3
"E2_140_62",1998-09-13 11:00:00,6300,0.33,0.33
"E2_146_76",1998-09-13 11:00:00,6300,0.39,0.39
"E2_140_98",1998-09-13 11:00:00,6300,0.33,0.33
"E2_135_112",1998-09-13 11:00:00,6300,0.17,0.17
"E2_135_127_v",1998-09-13 11:00:00,6300,0.25,0.25
"E2_174_8",1998-09-13 11:00:00,6300,0.31,0.31
"E2_172_20",1998-09-13 11:00:00,6300,0.31,0.31
"E2_180_54",1998-09-13 11:00:00,6300,0.33,0.33
"E2_204_5",1998-09-13 11:00:00,6300,0.4,0.4
"E2_200_13",1998-09-13 11:00:00,6300,0.05,0.05
"E2_200_31",1998-09-13 11:00:00,6300,0.28,0.28
"E2_205_51",1998-09-13 11:00:00,6300,0.36,0.36
"E2_200_61",1998-09-13 11:00:00,6300,0.38,0.38
"E2_200_90",1998-09-13 11:00:00,6300,0.25,0.25
"E2_200_114",1998-09-13 11:00:00,6300,0.22,0.22
"E2_200_121_v",1998-09-13 11:00:00,6300,0.2,0.2
