"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_80_1",2003-11-09 16:00:00,7673,0.0801955262187335,0.234137244451715
"E2_90_16",2003-09-15 19:00:00,6356,0.372009133517301,0.374044770394389
"E2_90_32",2003-09-18 03:00:00,6412,0.33190347869623,0.327076725965317
"E2_85_39",2003-09-17 20:00:00,6405,0.331934315494914,0.340828965004066
"E2_90_66",2003-09-19 09:00:00,6442,0.38633851975202,0.373078127074202
"E2_90_90",2003-10-25 19:00:00,7316,0.25175307565634,0.350716722252574
"E2_95_99",2003-09-13 11:00:00,6300,0.255023575239809,0.255023575239809
"E2_95_113",2003-09-13 11:00:00,6300,0.18,0.18
"E2_95_120_v",2003-09-13 11:00:00,6300,0.21,0.21
"E2_114_6",2003-10-16 21:00:00,7102,0.0899464625263803,0.354164790326489
"E2_115_22",2003-09-16 03:00:00,6364,0.345216545189208,0.346287318466544
"E2_110_59",2003-09-18 22:00:00,6431,0.371690579053173,0.37254986602033
"E2_140_6",2003-09-14 14:00:00,6327,0.324812248347331,0.360784453901945
"E2_140_23",2003-11-12 16:00:00,7745,0.10867005552815,0.127960837648123
"E2_140_39",2003-09-17 18:00:00,6403,0.329941532464904,0.334058669372814
"E2_140_62",2003-09-18 15:00:00,6424,0.358732109424269,0.344136237818682
"E2_146_76",2003-09-21 22:00:00,6503,0.418482013212162,0.38024382407543
"E2_140_98",2003-09-16 02:00:00,6363,0.361328823594788,0.353827868098949
"E2_135_112",2003-10-03 15:00:00,6784,0.175784402708999,0.168016070040603
"E2_135_127_v",2003-09-13 11:00:00,6300,0.25,0.25
"E2_174_8",2003-09-15 18:00:00,6355,0.319165330378566,0.372290740394351
"E2_172_20",2003-11-13 11:00:00,7764,0.0987847066663562,0.108078839917083
"E2_180_54",2003-10-30 23:00:00,7440,0.224202738269881,0.344198853394502
"E2_204_5",2003-09-17 03:00:00,6388,0.438665298779827,0.376419135521296
"E2_200_13",2003-09-13 11:00:00,6300,0.05,0.05
"E2_200_31",2003-11-14 19:00:00,7796,0.118882436537835,0.199611690061448
"E2_205_51",2003-09-20 22:00:00,6479,0.378672418279492,0.322223164350785
"E2_200_61",2003-09-18 15:00:00,6424,0.416283142475726,0.395748452341158
"E2_200_90",2003-10-18 11:00:00,7140,0.212943701872307,0.323128566825108
"E2_200_114",2003-09-13 11:00:00,6300,0.22,0.22
"E2_200_121_v",2003-12-26 15:00:00,8800,0.121605436204357,0.202545447078743
