"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_center_8",2017-09-21 10:00:00,6491,0.938699913775864,0.951656265098943
"E2_center_13",2017-09-20 02:00:00,6459,0.941355936901337,0.951727340057099
"E2_center_23",2017-09-20 22:00:00,6479,0.765703587836302,0.780848495403739
"E2_center_33",2017-09-19 19:00:00,6452,0.867010902077509,1.06787756242573
"E2_center_43",2017-09-15 10:00:00,6347,0.816214190356292,0.807423884569015
"E2_slope_5",2017-10-06 09:00:00,6850,0.262649630129611,0.241726146635125
"E2_slope_14",2017-09-13 09:00:00,6298,0.583979569785544,0.427007932313052
"E2_slope_23",2017-09-13 11:00:00,6300,0.668943817004102,0.668943817004102
"E2_slope_33",2017-09-13 11:00:00,6300,0.597408193600683,0.597408193600683
"E2_slope_43",2017-09-13 11:00:00,6300,0.624334906298034,0.624334906298034
"E2_rim_5",2017-10-09 20:00:00,6933,0.313148234400354,0.295424883201876
"E2_rim_12",2017-09-19 20:00:00,6453,0.447743666952933,0.425810935451849
"E2_rim_15",2017-09-22 07:00:00,6512,0.565507736779155,0.560966985464523
"E2_rim_22",2017-09-19 22:00:00,6455,0.597291412337409,0.603002881403714
"E2_rim_26",2017-09-19 13:00:00,6446,0.699874349019216,0.712654291308911
"E2_rim_34",2017-09-17 06:00:00,6391,0.547210805400931,0.56028177286164
"E2_rim_37",2017-09-06 23:00:00,6144,0.611911351004199,0.596112949202781
"E2_rim_50",2017-09-13 11:00:00,6300,0.463134583858367,0.463134583858367
"E2_rim_60",2017-09-13 11:00:00,6300,0.49197936522153,0.49197936522153
"E2_rim_70",2017-09-13 11:00:00,6300,0.287859254029921,0.287859254029921
