"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_80_1",2002-10-12 13:00:00,6998,0.234137244451715,0.306306354799659
"E2_90_16",2002-07-21 14:00:00,5007,0.374044770394389,0.37052024651428
"E2_90_32",2002-09-12 08:00:00,6273,0.327076725965317,0.329000090697299
"E2_85_39",2002-07-21 13:00:00,5006,0.340828965004066,0.33207417327191
"E2_90_66",2002-09-14 10:00:00,6323,0.373078127074202,0.376628156202009
"E2_90_90",2002-10-08 15:00:00,6904,0.350716722252574,0.230482720743508
"E2_95_99",2002-09-13 11:00:00,6300,0.255023575239809,0.255023575239809
"E2_95_113",2002-09-13 11:00:00,6300,0.18,0.18
"E2_95_120_v",2002-09-13 11:00:00,6300,0.21,0.21
"E2_114_6",2002-10-14 02:00:00,7035,0.354164790326489,0.093281948612851
"E2_115_22",2002-09-11 01:00:00,6242,0.346287318466544,0.349370334058293
"E2_110_59",2002-07-21 11:00:00,5004,0.37254986602033,0.361485590215677
"E2_140_6",2002-10-13 07:00:00,7016,0.360784453901945,0.32023732746396
"E2_140_23",2002-12-10 01:00:00,8402,0.127960837648123,0.166723152071027
"E2_140_39",2002-07-21 13:00:00,5006,0.334058669372814,0.323157319024012
"E2_140_62",2002-09-14 07:00:00,6320,0.344136237818682,0.349597003793609
"E2_146_76",2002-07-21 14:00:00,5007,0.38024382407543,0.401212184355797
"E2_140_98",2002-09-09 08:00:00,6201,0.353827868098949,0.382607120489947
"E2_135_112",2002-10-06 14:00:00,6855,0.168016070040603,0.17
"E2_135_127_v",2002-09-13 11:00:00,6300,0.25,0.25
"E2_174_8",2002-10-13 05:00:00,7014,0.372290740394351,0.330174860751574
"E2_172_20",2002-12-09 03:00:00,8380,0.108078839917083,0.25453099534344
"E2_180_54",2002-10-05 13:00:00,6830,0.344198853394502,0.334024317471737
"E2_204_5",2002-09-12 15:00:00,6280,0.376419135521296,0.430636269788563
"E2_200_13",2002-09-13 11:00:00,6300,0.05,0.05
"E2_200_31",2002-10-19 01:00:00,7154,0.199611690061448,0.270010765355636
"E2_205_51",2002-10-23 11:00:00,7260,0.322223164350785,0.319259585940334
"E2_200_61",2002-09-13 06:00:00,6295,0.395748452341158,0.397148476671297
"E2_200_90",2002-09-13 11:00:00,6300,0.323128566825108,0.323128566825108
"E2_200_114",2002-09-13 11:00:00,6300,0.22,0.22
"E2_200_121_v",2002-11-04 05:00:00,7542,0.202545447078743,0.2
