"position","date_freez","row_nr_freez","theta_tot","theta_tot_prior"
"E2_center_8",2003-10-01 01:00:00,6722,0.933724727227477,0.931268199303962
"E2_center_13",2003-10-02 03:00:00,6748,0.935823620067223,0.915936840028657
"E2_center_23",2003-10-23 16:00:00,7265,0.707002811604733,0.732975058552922
"E2_center_33",2003-11-05 14:00:00,7575,0.766501917118489,0.427824411807564
"E2_center_43",2003-09-27 03:00:00,6628,0.775107725395405,0.7751
"E2_slope_5",2003-09-29 14:00:00,6687,0.197509420787482,0.1935291076705
"E2_slope_14",2003-09-29 13:00:00,6686,0.369488891259298,0.790005252231167
"E2_slope_23",2003-09-29 11:00:00,6684,0.678474261769663,0.6835
"E2_slope_33",2003-09-24 06:00:00,6559,0.577681427793911,0.5776
"E2_slope_43",2003-09-13 11:00:00,6300,0.77,0.77
"E2_rim_5",2003-09-30 08:00:00,6705,0.269755650715394,0.275695154851834
"E2_rim_12",2003-09-30 17:00:00,6714,0.485544794992384,0.516439381450735
"E2_rim_15",2003-09-30 23:00:00,6720,0.573630019203834,0.563599975663894
"E2_rim_22",2003-10-01 03:00:00,6724,0.579379182711085,0.571932508449386
"E2_rim_26",2003-10-01 07:00:00,6728,0.657878332049574,0.632877912160583
"E2_rim_34",2003-10-01 06:00:00,6727,0.533703486723271,0.521157765570908
"E2_rim_37",2003-10-01 01:00:00,6722,0.583901403763659,0.599520750951596
"E2_rim_50",2003-10-20 11:00:00,7188,0.44473553600898,0.4447
"E2_rim_60",2003-09-24 08:00:00,6561,0.516897681963401,0.5168
"E2_rim_70",2003-09-13 11:00:00,6300,0.77,0.77
