"station","dataset","variable","begin","end","check3","controller3"
"Bayelva","BaSoil2009","vwc_h_21","2009","2020","2020-02-04 10:54:45","SL"
"Bayelva","BaSoil2009","vwc_h_37","2009","2020","2020-02-04 10:54:53","SL"
"Bayelva","BaSoil2009","vwc_h_55","2009","2020","2020-02-04 10:54:59","SL"
"Bayelva","BaSoil2009","vwc_h_71","2009","2020","2020-02-04 10:56:06","SL"
"Bayelva","BaSoil2009","vwc_h_89","2009","2020","2020-02-04 10:56:38","SL"
"Bayelva","BaSoil2017","G_1","2017","2020","2020-02-04 08:53:53","SL"
"Bayelva","BaSoil2017","G_2","2017","2020","2020-02-04 08:54:16","SL"
"Bayelva","BaHole2009","Tair_50","2009","2020","2020-02-04 15:51:26","NB"
"Bayelva","BaHole2009","Ts_0","2009","2019","2020-02-04 15:48:05","NB"
"Bayelva","BaHole2009","Ts_50","2009","2019","2020-02-04 15:47:25","NB"
"Bayelva","BaHole2009","Ts_100","2009","2019","2020-02-04 15:46:22","NB"
"Bayelva","BaHole2009","Ts_150","2009","2019","2020-02-04 15:45:54","NB"
"Bayelva","BaHole2009","Ts_250","2009","2019","2020-02-04 15:45:35","NB"
"Bayelva","BaHole2009","Ts_350","2009","2019","2020-02-04 15:45:18","NB"
"Bayelva","BaHole2009","Ts_550","2009","2019","2020-02-04 15:44:59","NB"
"Bayelva","BaHole2009","Ts_750","2009","2019","2020-02-04 15:44:41","NB"
"Bayelva","BaHole2009","Ts_900","2009","2019","2020-02-04 15:44:23","NB"
"Bayelva","BaHole2015","Ts_0","2015","2019","2019-11-13 10:48:25","SL"
"Bayelva","BaHole2015","Ts_50","2015","2019","2019-11-13 10:48:36","SL"
"Bayelva","BaHole2015","Ts_100","2015","2019","2019-11-13 10:48:50","SL"
"Bayelva","BaHole2015","Ts_150","2015","2019","2019-11-13 10:48:57","SL"
"Bayelva","BaHole2015","Ts_200","2015","2019","2019-11-13 10:49:02","SL"
"Bayelva","BaHole2015","Ts_250","2015","2019","2019-11-13 10:49:09","SL"
"Bayelva","BaHole2015","Ts_350","2015","2019","2019-11-13 10:49:14","SL"
"Bayelva","BaHole2015","Ts_550","2015","2019","2019-11-13 10:49:20","SL"
"Bayelva","BaHole2015","Ts_750","2015","2019","2019-11-13 10:49:25","SL"
"Bayelva","BaHole2015","Ts_900","2015","2019","2019-11-13 10:49:29","SL"
"Bayelva","BaSnow2013","Dsn","2013","2020","2020-05-18 13:23:06","SL"
"Bayelva","BaSnow2019sr","Tair_200","2019","2020","2020-02-04 09:42:33","SL"
"Bayelva","BaSnow2019sr","Dsn","2019","2020","2020-02-04 09:42:23","SL"
"Bayelva","BaSnow2019cs","CountsK","2019","2020","2020-02-04 09:42:49","SL"
"Bayelva","BaSnow2019cs","CountsTL","2019","2020","2020-02-04 09:42:54","SL"
"Bayelva","BaSnow2019cs","SWE_K","2019","2020","2020-02-04 09:42:59","SL"
"Bayelva","BaSnow2019cs","KTL_Ratio","2019","2020","2020-02-04 09:42:59","SL"
"Bayelva","BaSnow2019cs","SWE_TL","1998","2020","2020-02-04 09:43:07","SL"
"Bayelva","BaSnow2019cs","Tcryst_min","2019","2020","2020-02-04 09:43:13","SL"
"Bayelva","BaSnow2019cs","Tcryst_max","2019","2020","2020-02-04 09:43:17","SL"
"Bayelva","BaSnow2019cs","Dsn","2019","2020","2020-02-04 09:43:33","SL"
"Bayelva","BaSnow2019cs","rho_K",NA,NA,NA,NA
"Bayelva","BaEddy2007","Dsn","2007","2017",NA,NA
