"station","dataset","variable","check1","controller1","check2","controller2"
"Bayelva","BaMet2009","Tair_4","2020-03-17 12:04:29","SL","2020-04-02 10:54:38","NB"
"Bayelva","BaMet2009","Tair_20","2020-03-17 12:04:24","SL","2020-04-02 13:10:25","NB"
"Bayelva","BaMet2009","Tair_100","2020-03-17 12:04:12","SL","2020-04-02 13:09:13","NB"
"Bayelva","BaMet2009","Tair_200","2020-01-31 11:46:49","NB","2020-04-02 13:10:51","NB"
"Bayelva","BaMet2009","RH_200","2020-03-17 12:03:56","SL","2020-04-02 16:13:16","NB"
"Bayelva","BaMet2009","wind_v_200","2020-03-17 12:03:43","SL","2020-04-02 13:25:35","NB"
"Bayelva","BaMet2009","wind_deg_200","2020-03-17 12:03:36","SL","2020-04-02 13:25:46","NB"
"Bayelva","BaMet2009","wind_sddeg_200","2020-03-17 12:03:18","SL","2020-04-02 13:25:51","NB"
"Bayelva","BaMet2009","wind_vmax_200","2020-03-17 12:03:10","SL","2020-04-02 13:26:02","NB"
"Bayelva","BaMet2009","wind_vmin_200","2020-03-17 12:02:59","SL","2020-04-02 13:26:13","NB"
"Bayelva","BaMet2009","prec","2020-03-17 12:02:49","SL","2020-04-02 13:29:11","NB"
"Bayelva","BaMet2009","Dsn","2020-04-02 16:10:36","NB","2020-10-06 17:59:25","NB"
"Bayelva","BaMet2009","Ts_252_2","2020-03-17 12:02:07","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_12","2020-03-17 12:02:01","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_32","2020-03-17 12:01:55","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_62","2020-03-17 12:01:49","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_102","2020-03-17 12:01:42","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_152","2020-03-17 12:01:37","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_2","2020-03-17 13:15:40","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_5","2020-03-17 13:15:45","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_23","2020-03-17 11:58:59","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_53","2020-03-17 11:58:42","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_93","2020-03-17 11:58:31","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_143",NA,NA,NA,NA
"Bayelva","BaMet2009","SwIn",NA,NA,NA,NA
"Bayelva","BaMet2009","SwOut","2020-01-28 14:32:51","SL","2020-03-17 11:57:51","SL"
"Bayelva","BaMet2009","LwIn","2020-01-28 14:33:33","SL","2020-03-17 11:57:46","SL"
"Bayelva","BaMet2009","LwOut","2020-04-02 15:32:17","NB","2020-03-17 11:57:40","SL"
